scenario_id,outer_id,repeat,fold,candidate_rank,mean_test_r2,std_test_r2,mean_train_r2,std_train_r2,elapsed_grid_seconds_for_outer_fold,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
A_BMP_VS_all_features,1,1,1,33,0.33655184831599233,0.18015757807082128,0.8523300501810059,0.006601794498891552,38.956488847732544,10.0,sqrt,1,5,50
A_BMP_VS_all_features,1,1,1,86,0.321771214144595,0.16184980724670234,0.8502110039943032,0.01065769326046005,38.956488847732544,10.0,sqrt,1,5,100
A_BMP_VS_all_features,1,1,1,119,0.3152059495117787,0.16773584351037021,0.8503279411400992,0.010290298580503404,38.956488847732544,10.0,sqrt,1,5,150
A_BMP_VS_all_features,1,1,1,201,0.2986635259449265,0.19528079959781366,0.739102266796284,0.012507269529717103,38.956488847732544,10.0,sqrt,1,10,50
A_BMP_VS_all_features,1,1,1,142,0.31049049941965323,0.17909340958656558,0.7367098862789685,0.017891090226947067,38.956488847732544,10.0,sqrt,1,10,100
A_BMP_VS_all_features,1,1,1,112,0.31781148202950427,0.1735631996773983,0.7377842040859314,0.01507866734281665,38.956488847732544,10.0,sqrt,1,10,150
A_BMP_VS_all_features,1,1,1,200,0.2994100196949482,0.15640100351359282,0.8232835958190361,0.011974379469524454,38.956488847732544,10.0,sqrt,2,2,50
A_BMP_VS_all_features,1,1,1,204,0.2981935967757607,0.1559308180041346,0.8276185074226013,0.015841568768068984,38.956488847732544,10.0,sqrt,2,2,100
A_BMP_VS_all_features,1,1,1,134,0.3123828004086324,0.16135159373016306,0.827622534829892,0.01432773147389515,38.956488847732544,10.0,sqrt,2,2,150
A_BMP_VS_all_features,1,1,1,184,0.3042094694863026,0.177380846170706,0.8038660336571594,0.008498638645429556,38.956488847732544,10.0,sqrt,2,5,50
A_BMP_VS_all_features,1,1,1,174,0.30489918147759715,0.17060853842410958,0.8065921286853002,0.014466048623527161,38.956488847732544,10.0,sqrt,2,5,100
A_BMP_VS_all_features,1,1,1,169,0.3060780055405609,0.1704300231674136,0.8072811051478551,0.014528838712983211,38.956488847732544,10.0,sqrt,2,5,150
A_BMP_VS_all_features,1,1,1,192,0.302793873885487,0.20357816207965154,0.7083278144152494,0.016345823320384617,38.956488847732544,10.0,sqrt,2,10,50
